personid,race,gender,drivercity,driverstate,dlstate,policeid,vehicleid,age,,,,,,,,,,,,,,,,,,,,,
p2583,HISPANIC,M,ADELPHI,MD,MD,1156,v2740,46,,,,,,,,,,,,,,,,,,,,,
p2584,WHITE,F,ACCOKEEK,MD,MD,1118,v1608,23,,,,,,,,,,,,,,,,,,,,,
p2590,WHITE,M,ADAMSTOWN,MD,MD,1118,v1308,47,,,,,,,,,,,,,,,,,,,,,
p2591,WHITE,F,ACCOKEEK,MD,MD,1150,v1609,40,,,,,,,,,,,,,,,,,,,,,
p2603,BLACK,F,ADELPHI,MD,MD,1144,v2741,26,,,,,,,,,,,,,,,,,,,,,
p2605,HISPANIC,M,ADELPHI,MD,MD,1146,v2742,31,,,,,,,,,,,,,,,,,,,,,
p2621,BLACK,M,ADELPHI,MD,MD,1148,v3049,52,,,,,,,,,,,,,,,,,,,,,
p2629,BLACK,M,ADAMSTOWN,MD,MD,1150,v1309,60,,,,,,,,,,,,,,,,,,,,,
p2630,BLACK,M,ACCOKEEK,MD,MD,1112,v2018,63,,,,,,,,,,,,,,,,,,,,,
p2636,BLACK,F,ACCOKEEK,MD,MD,1130,v2019,59,,,,,,,,,,,,,,,,,,,,,
p2643,BLACK,F,ACCOKEEK,MD,MD,1102,v2020,34,,,,,,,,,,,,,,,,,,,,,
p2646,HISPANIC,M,ADELPHI,MD,MD,1124,v2743,45,,,,,,,,,,,,,,,,,,,,,
p2652,WHITE,F,ACCOKEEK,MD,MD,1158,v1610,22,,,,,,,,,,,,,,,,,,,,,
p2673,BLACK,M,ACCOKEEK,MD,MD,1106,v2021,23,,,,,,,,,,,,,,,,,,,,,
p2705,HISPANIC,M,ADELPHI,MD,MD,1128,v3050,42,,,,,,,,,,,,,,,,,,,,,
p2709,HISPANIC,M,ACCOKEEK,MD,MD,1152,v1611,54,,,,,,,,,,,,,,,,,,,,,
p2711,BLACK,M,ACCOKEEK,MD,MD,1126,v2022,68,,,,,,,,,,,,,,,,,,,,,
p2713,WHITE,M,ADAMSTOWN,MD,MD,1158,v1310,62,,,,,,,,,,,,,,,,,,,,,
p2717,WHITE,M,ACCOKEEK,MD,MD,1154,v1612,19,,,,,,,,,,,,,,,,,,,,,
p2719,HISPANIC,M,ADELPHI,MD,MD,1100,v3051,46,,,,,,,,,,,,,,,,,,,,,
p2720,HISPANIC,M,ADELPHI,MD,MD,1104,v3052,44,,,,,,,,,,,,,,,,,,,,,
p2722,WHITE,M,ADAMSTOWN,MD,MD,1152,v1311,66,,,,,,,,,,,,,,,,,,,,,
p2731,BLACK,M,ACCOKEEK,MD,MD,1114,v2023,70,,,,,,,,,,,,,,,,,,,,,
p2743,BLACK,M,ADELPHI,MD,MD,1108,v3053,69,,,,,,,,,,,,,,,,,,,,,
p2744,ASIAN,M,ACCOKEEK,MD,MD,1122,v2024,66,,,,,,,,,,,,,,,,,,,,,
p2749,WHITE,M,ADAMSTOWN,MD,MD,1154,v1312,45,,,,,,,,,,,,,,,,,,,,,
p2760,ASIAN,M,ACCOKEEK,MD,MD,1134,v2025,46,,,,,,,,,,,,,,,,,,,,,
p2763,ASIAN,M,ACCOKEEK,MD,MD,1116,v2026,67,,,,,,,,,,,,,,,,,,,,,
p2765,WHITE,F,ADELPHI,MD,MD,1132,v2744,68,,,,,,,,,,,,,,,,,,,,,
p2766,BLACK,M,ACCOKEEK,MD,MD,1120,v2027,51,,,,,,,,,,,,,,,,,,,,,
p2768,WHITE,M,ACCOKEEK,MD,MD,1156,v1613,22,,,,,,,,,,,,,,,,,,,,,
p2770,BLACK,M,ACCOKEEK,MD,MD,1118,v2028,56,,,,,,,,,,,,,,,,,,,,,
p2771,BLACK,M,ACCOKEEK,MD,MD,1150,v2029,39,,,,,,,,,,,,,,,,,,,,,
p2781,BLACK,M,ACCOKEEK,MD,MD,1158,v2030,66,,,,,,,,,,,,,,,,,,,,,
p2785,BLACK,F,ACCOKEEK,MD,MD,1124,v3253,23,,,,,,,,,,,,,,,,,,,,,
p2790,WHITE,M,ADAMSTOWN,MD,MD,1156,v1313,30,,,,,,,,,,,,,,,,,,,,,
p2798,BLACK,F,ADAMSTOWN,MD,MD,1144,v1314,58,,,,,,,,,,,,,,,,,,,,,
p2807,BLACK,F,ADAMSTOWN,MD,MD,1146,v1315,30,,,,,,,,,,,,,,,,,,,,,
p2820,BLACK,M,ACCOKEEK,MD,MD,1152,v2031,22,,,,,,,,,,,,,,,,,,,,,
p2822,HISPANIC,M,ADELPHI,MD,MD,1136,v2745,43,,,,,,,,,,,,,,,,,,,,,
p2825,BLACK,M,ACCOKEEK,MD,MD,1154,v2032,35,,,,,,,,,,,,,,,,,,,,,
p2829,HISPANIC,M,ADELPHI,MD,MD,1110,v3054,58,,,,,,,,,,,,,,,,,,,,,
p2837,BLACK,F,ADAMSTOWN,MD,MD,1124,v1316,64,,,,,,,,,,,,,,,,,,,,,
p2844,BLACK,M,ADELPHI,MD,MD,1112,v3055,24,,,,,,,,,,,,,,,,,,,,,
p2848,BLACK,M,ACCOKEEK,MD,MD,1156,v2033,36,,,,,,,,,,,,,,,,,,,,,
p2849,HISPANIC,M,ADELPHI,MD,MD,1138,v2746,19,,,,,,,,,,,,,,,,,,,,,
p2870,BLACK,M,ACCOKEEK,MD,MD,1144,v1614,52,,,,,,,,,,,,,,,,,,,,,
p2876,BLACK,F,ADAMSTOWN,MD,MD,1132,v1317,32,,,,,,,,,,,,,,,,,,,,,
p2882,BLACK,M,ACCOKEEK,MD,MD,1146,v1615,70,,,,,,,,,,,,,,,,,,,,,
p2890,BLACK,M,ACCOKEEK,MD,MD,1144,v2034,55,,,,,,,,,,,,,,,,,,,,,
p2892,BLACK,F,ACCOKEEK,MD,MD,1124,v1616,59,,,,,,,,,,,,,,,,,,,,,
p2895,BLACK,M,ACCOKEEK,MD,MD,1132,v3254,46,,,,,,,,,,,,,,,,,,,,,
p2899,BLACK,M,ADAMSTOWN,MD,MD,1102,v3387,67,,,,,,,,,,,,,,,,,,,,,
p2909,BLACK,M,ADELPHI,MD,MD,1140,v2747,69,,,,,,,,,,,,,,,,,,,,,
p2914,BLACK,M,ADELPHI,MD,MD,1130,v3056,22,,,,,,,,,,,,,,,,,,,,,
p2923,HISPANIC,F,ACCOKEEK,MD,MD,1146,v2035,52,,,,,,,,,,,,,,,,,,,,,
p2925,BLACK,F,ADAMSTOWN,MD,MD,1136,v1318,38,,,,,,,,,,,,,,,,,,,,,
p2927,BLACK,F,ACCOKEEK,MD,MD,1124,v2036,30,,,,,,,,,,,,,,,,,,,,,
p2962,BLACK,M,ADELPHI,MD,MD,1102,v3057,48,,,,,,,,,,,,,,,,,,,,,
p2966,BLACK,M,ACCOKEEK,MD,MD,1132,v2037,55,,,,,,,,,,,,,,,,,,,,,
p2980,WHITE,M,ACCOKEEK,MD,MD,1132,v1617,62,,,,,,,,,,,,,,,,,,,,,
p2983,BLACK,M,ACCOKEEK,MD,MD,1136,v2038,50,,,,,,,,,,,,,,,,,,,,,
p2993,BLACK,M,ACCOKEEK,MD,MD,1138,v2039,24,,,,,,,,,,,,,,,,,,,,,
p2994,WHITE,M,ADAMSTOWN,MD,MD,1106,v3388,22,,,,,,,,,,,,,,,,,,,,,
p2997,WHITE,M,ACCOKEEK,MD,MD,1136,v1618,68,,,,,,,,,,,,,,,,,,,,,
p3003,BLACK,M,ADELPHI,MD,MD,1142,v2748,19,,,,,,,,,,,,,,,,,,,,,
p3010,BLACK,M,ACCOKEEK,MD,MD,1140,v2040,53,,,,,,,,,,,,,,,,,,,,,
p3012,BLACK,F,ADAMSTOWN,MD,MD,1138,v1319,51,,,,,,,,,,,,,,,,,,,,,
p3031,HISPANIC,M,ADELPHI,MD,MD,1106,v3058,67,,,,,,,,,,,,,,,,,,,,,
p3032,HISPANIC,M,ADELPHI,MD,MD,1126,v3059,24,,,,,,,,,,,,,,,,,,,,,
p3035,HISPANIC,M,ADELPHI,MD,MD,1114,v3060,51,,,,,,,,,,,,,,,,,,,,,
p3036,BLACK,M,ACCOKEEK,MD,MD,1138,v1619,23,,,,,,,,,,,,,,,,,,,,,
p3045,BLACK,M,ADELPHI,MD,MD,1148,v2749,58,,,,,,,,,,,,,,,,,,,,,
p3052,HISPANIC,M,ADELPHI,MD,MD,1122,v3061,55,,,,,,,,,,,,,,,,,,,,,
p3064,BLACK,M,ACCOKEEK,MD,MD,1140,v1620,70,,,,,,,,,,,,,,,,,,,,,
p3067,BLACK,M,ACCOKEEK,MD,MD,1142,v1621,32,,,,,,,,,,,,,,,,,,,,,
p3077,HISPANIC,M,ADELPHI,MD,MD,1134,v3062,24,,,,,,,,,,,,,,,,,,,,,
p3079,BLACK,M,ACCOKEEK,MD,DC,1142,v2041,44,,,,,,,,,,,,,,,,,,,,,
p3083,BLACK,M,ACCOKEEK,MD,DC,1148,v2042,55,,,,,,,,,,,,,,,,,,,,,
p3093,WHITE,F,ACCOKEEK,MD,MD,1128,v2043,31,,,,,,,,,,,,,,,,,,,,,
p3109,BLACK,M,ACCOKEEK,MD,MD,1100,v2044,48,,,,,,,,,,,,,,,,,,,,,
p3115,BLACK,M,ADELPHI,MD,NY,1128,v2750,54,,,,,,,,,,,,,,,,,,,,,
p3134,BLACK,M,ACCOKEEK,MD,MD,1148,v1622,67,,,,,,,,,,,,,,,,,,,,,
p3136,BLACK,M,ACCOKEEK,MD,MD,1104,v2045,47,,,,,,,,,,,,,,,,,,,,,
p3148,HISPANIC,M,ADELPHI,MD,MD,1116,v3063,25,,,,,,,,,,,,,,,,,,,,,
p3149,BLACK,M,ACCOKEEK,MD,MD,1108,v2046,22,,,,,,,,,,,,,,,,,,,,,
p3157,BLACK,M,ACCOKEEK,MD,MD,1110,v2047,67,,,,,,,,,,,,,,,,,,,,,
p3159,BLACK,F,ADAMSTOWN,MD,MD,1140,v1320,63,,,,,,,,,,,,,,,,,,,,,
p3181,BLACK,M,ACCOKEEK,MD,MD,1112,v2048,32,,,,,,,,,,,,,,,,,,,,,
p3190,WHITE,M,ACCOKEEK,MD,MD,1130,v2049,39,,,,,,,,,,,,,,,,,,,,,
p3234,BLACK,F,ADELPHI,MD,MD,1100,v2751,60,,,,,,,,,,,,,,,,,,,,,
p3248,BLACK,M,ACCOKEEK,MD,MD,1128,v1623,35,,,,,,,,,,,,,,,,,,,,,
p3268,WHITE,M,ADAMSTOWN,MD,MD,1142,v1321,29,,,,,,,,,,,,,,,,,,,,,
p3274,BLACK,M,ACCOKEEK,MD,MD,1102,v2050,26,,,,,,,,,,,,,,,,,,,,,
p3306,BLACK,M,ACCOKEEK,MD,MD,1106,v2051,35,,,,,,,,,,,,,,,,,,,,,
p1117,WHITE,M,ACCOKEEK,MD,MD,1126,v2052,58,,,,,,,,,,,,,,,,,,,,,
p1119,BLACK,F,ACCOKEEK,MD,MD,1114,v2053,59,,,,,,,,,,,,,,,,,,,,,
p1122,BLACK,M,ACCOKEEK,MD,MD,1100,v1624,57,,,,,,,,,,,,,,,,,,,,,
p1123,HISPANIC,M,ADELPHI,MD,MD,1120,v3064,26,,,,,,,,,,,,,,,,,,,,,
p1129,BLACK,M,ACCOKEEK,MD,NC,1122,v2054,65,,,,,,,,,,,,,,,,,,,,,
p1133,BLACK,M,ACCOKEEK,MD,MD,1134,v2055,70,,,,,,,,,,,,,,,,,,,,,
p1134,BLACK,M,ADELPHI,MD,NY,1104,v2752,20,,,,,,,,,,,,,,,,,,,,,
p1143,BLACK,M,ADELPHI,MD,MD,1108,v2753,54,,,,,,,,,,,,,,,,,,,,,
p1145,HISPANIC,M,ADELPHI,MD,MD,1118,v3065,36,,,,,,,,,,,,,,,,,,,,,
p1148,BLACK,M,ADELPHI,MD,NY,1110,v2754,29,,,,,,,,,,,,,,,,,,,,,
p1150,BLACK,M,ADELPHI,MD,NY,1112,v2755,58,,,,,,,,,,,,,,,,,,,,,
p1152,WHITE,M,ADAMSTOWN,MD,MD,1126,v3389,42,,,,,,,,,,,,,,,,,,,,,
p1155,BLACK,M,ACCOKEEK,MD,MD,1104,v1625,46,,,,,,,,,,,,,,,,,,,,,
p1156,HISPANIC,F,ACCOKEEK,MD,MD,1108,v1626,36,,,,,,,,,,,,,,,,,,,,,
p1162,WHITE,F,ACCOKEEK,MD,MD,1110,v1627,69,,,,,,,,,,,,,,,,,,,,,
p1163,BLACK,M,ACCOKEET,MD,MD,1116,v2056,50,,,,,,,,,,,,,,,,,,,,,
p1165,BLACK,M,ACCOKEEK,MD,MD,1136,v3255,58,,,,,,,,,,,,,,,,,,,,,
p1168,BLACK,M,ACCOKEET,MD,MD,1120,v2057,35,,,,,,,,,,,,,,,,,,,,,
p1171,BLACK,M,ACCOKEET,MD,MD,1118,v2058,44,,,,,,,,,,,,,,,,,,,,,
p1172,WHITE,M,ADAMSTOWN,MD,MD,1148,v1322,37,,,,,,,,,,,,,,,,,,,,,
p1176,ASIAN,M,ACCOKEEK,MD,FL,1112,v1628,64,,,,,,,,,,,,,,,,,,,,,
p1178,BLACK,F,ACCOKEEK,MD,MD,1130,v1629,65,,,,,,,,,,,,,,,,,,,,,
p1180,BLACK,F,ACCOKEEK,MD,MD,1102,v1630,44,,,,,,,,,,,,,,,,,,,,,
p1182,BLACK,M,ACCOKEET,MD,MD,1150,v2059,50,,,,,,,,,,,,,,,,,,,,,
p1183,HISPANIC,M,ADELPHI,MD,MD,1150,v3066,66,,,,,,,,,,,,,,,,,,,,,
p1184,BLACK,F,ADELPHI,MD,MD,1130,v2756,29,,,,,,,,,,,,,,,,,,,,,
p1185,WHITE,M,ADAMSTOWN,MD,MD,1128,v1323,38,,,,,,,,,,,,,,,,,,,,,
p1189,HISPANIC,M,ACCOKEEK,MD,MD,1106,v1631,60,,,,,,,,,,,,,,,,,,,,,
p1191,HISPANIC,M,ACCOKEEK,MD,MD,1126,v1632,37,,,,,,,,,,,,,,,,,,,,,
p1196,WHITE,F,ADAMSTOWN,MD,MD,1114,v3390,53,,,,,,,,,,,,,,,,,,,,,
p1197,BLACK,M,ACCOKEET,MD,MD,1158,v2060,36,,,,,,,,,,,,,,,,,,,,,
p1198,BLACK,M,ACCOKEET,MD,MD,1152,v2061,28,,,,,,,,,,,,,,,,,,,,,
p1201,HISPANIC,M,ADELPHI,MD,MD,1102,v2757,34,,,,,,,,,,,,,,,,,,,,,
p1204,HISPANIC,M,ADELPHI,MD,MD,1158,v3067,46,,,,,,,,,,,,,,,,,,,,,
p1206,WHITE,F,ADAMSTOWN,MD,MD,1100,v1324,27,,,,,,,,,,,,,,,,,,,,,
p1211,BLACK,M,ACCOKEET,MD,MD,1154,v2062,57,,,,,,,,,,,,,,,,,,,,,
p1212,BLACK,M,ACCOKEET,MD,MD,1156,v2063,46,,,,,,,,,,,,,,,,,,,,,
p1213,WHITE,M,ADAMSTOWN,MD,MD,1104,v1325,65,,,,,,,,,,,,,,,,,,,,,
p1214,BLACK,M,ACCOKEET,MD,MD,1144,v2064,42,,,,,,,,,,,,,,,,,,,,,
p1216,BLACK,F,ADAMSTOWN,MD,MD,1108,v1326,34,,,,,,,,,,,,,,,,,,,,,
p1217,BLACK,M,ACCOKEET,MD,MD,1146,v2065,44,,,,,,,,,,,,,,,,,,,,,
p1222,BLACK,F,ADELPHI,MD,MD,1106,v2758,43,,,,,,,,,,,,,,,,,,,,,
p1223,HISPANIC,M,ADELPHI,MD,MD,1152,v3068,69,,,,,,,,,,,,,,,,,,,,,
p1225,HISPANIC,M,ACCOKEEK,MD,MD,1114,v1633,38,,,,,,,,,,,,,,,,,,,,,
p1226,BLACK,F,ADAMSTOWN,MD,MD,1110,v1327,60,,,,,,,,,,,,,,,,,,,,,
p1230,BLACK,M,ACCOKEET,MD,MD,1124,v2066,32,,,,,,,,,,,,,,,,,,,,,
p1233,BLACK,F,ACCOMAC,VA,VA,1132,v2067,67,,,,,,,,,,,,,,,,,,,,,
p1235,BLACK,M,ADELPHI,MD,MD,1126,v2759,28,,,,,,,,,,,,,,,,,,,,,
p1236,HISPANIC,M,ACCOKEEK,MD,MD,1122,v1634,40,,,,,,,,,,,,,,,,,,,,,
p1237,BLACK,F,ACCOMAC,VA,VA,1136,v2068,68,,,,,,,,,,,,,,,,,,,,,
p1238,BLACK,M,ADELPHI,MD,MD,1114,v2760,55,,,,,,,,,,,,,,,,,,,,,
p1239,HISPANIC,F,ACCOMACK,VA,XX,1138,v2069,49,,,,,,,,,,,,,,,,,,,,,
p1240,BLACK,M,ADELPHI,MD,MD,1122,v2761,42,,,,,,,,,,,,,,,,,,,,,
p1242,HISPANIC,M,ADELPHI,MD,MD,1154,v3069,47,,,,,,,,,,,,,,,,,,,,,
p1243,BLACK,M,ADELPHI,MD,MD,1134,v2762,50,,,,,,,,,,,,,,,,,,,,,
p1250,HISPANIC,F,ACCOMACK,VA,XX,1140,v2070,70,,,,,,,,,,,,,,,,,,,,,
p1251,BLACK,M,ACTON,MA,MA,1142,v2071,60,,,,,,,,,,,,,,,,,,,,,
p1261,BLACK,M,ACCOKEEK,MD,MD,1138,v3256,52,,,,,,,,,,,,,,,,,,,,,
p1263,HISPANIC,M,ADELPHI,MD,MD,1156,v3070,32,,,,,,,,,,,,,,,,,,,,,
p1269,HISPANIC,M,ACCOKEEK,MD,MD,1134,v1635,61,,,,,,,,,,,,,,,,,,,,,
p1270,BLACK,F,ACWORTH,GA,GA,1148,v2072,67,,,,,,,,,,,,,,,,,,,,,
p1276,BLACK,M,ADELPHI,MD,MD,1116,v2763,43,,,,,,,,,,,,,,,,,,,,,
p1282,HISPANIC,M,ACCOKEEK,MD,MD,1116,v1636,24,,,,,,,,,,,,,,,,,,,,,
p1286,WHITE,M,ADAMSTOWN,MD,MD,1112,v1328,53,,,,,,,,,,,,,,,,,,,,,
p1295,HISPANIC,M,ACCOKEEK,MD,MD,1120,v1637,50,,,,,,,,,,,,,,,,,,,,,
p1296,HISPANIC,M,ACCOKEEK,MD,MD,1118,v1638,23,,,,,,,,,,,,,,,,,,,,,
p1302,BLACK,M,ADAMSTOWN,MD,MD,1122,v3391,36,,,,,,,,,,,,,,,,,,,,,
p1307,BLACK,M,ADAMSTOWN,MD,MD,1134,v3392,63,,,,,,,,,,,,,,,,,,,,,
p1315,BLACK,M,ADELPHI,MD,MD,1120,v2764,27,,,,,,,,,,,,,,,,,,,,,
p1317,BLACK,M,ACWORTH,GA,GA,1128,v2073,38,,,,,,,,,,,,,,,,,,,,,
p1325,BLACK,M,ACWORTH,GA,GA,1100,v2074,21,,,,,,,,,,,,,,,,,,,,,
p1326,BLACK,F,ACCOKEEK,MD,MD,1150,v1639,52,,,,,,,,,,,,,,,,,,,,,
p1328,BLACK,M,ADELPHI,MD,MD,1118,v2765,62,,,,,,,,,,,,,,,,,,,,,
p1333,WHITE,F,ACCOKEEK,MD,MD,1158,v1640,27,,,,,,,,,,,,,,,,,,,,,
p1335,OTHER,M,ACCOKEEK,MD,MD,1140,v3257,37,,,,,,,,,,,,,,,,,,,,,
p1341,BLACK,M,ACWORTH,GA,GA,1104,v2075,35,,,,,,,,,,,,,,,,,,,,,
p1342,WHITE,F,ADAMSTOWN,MD,MD,1108,v2076,63,,,,,,,,,,,,,,,,,,,,,
p1345,WHITE,M,ADAMSTOWN,MD,MD,1110,v2077,27,,,,,,,,,,,,,,,,,,,,,
p1347,ASIAN,M,ACTON,MA,MA,1142,v3258,21,,,,,,,,,,,,,,,,,,,,,
p1348,BLACK,M,ADELPHI,MD,MD,1150,v2766,61,,,,,,,,,,,,,,,,,,,,,
p1350,WHITE,M,ADAMSTOWN,MD,MD,1112,v2078,52,,,,,,,,,,,,,,,,,,,,,
p1351,WHITE,M,ADAMSTOWN,MD,MD,1130,v2079,25,,,,,,,,,,,,,,,,,,,,,
p1352,WHITE,M,ADAMASTOWN,MD,MD,1148,v3259,65,,,,,,,,,,,,,,,,,,,,,
p1353,BLACK,F,ADAMSTOWN,MD,MD,1102,v2080,18,,,,,,,,,,,,,,,,,,,,,
p1360,BLACK,M,ADELPHI,MD,MD,1158,v2767,49,,,,,,,,,,,,,,,,,,,,,
p1362,WHITE,M,ADAMSTOWN,MD,MD,1130,v1329,68,,,,,,,,,,,,,,,,,,,,,
p1363,WHITE,F,ADAMSTOWN,MD,MD,1106,v2081,33,,,,,,,,,,,,,,,,,,,,,
p1364,BLACK,M,ADELPHI,MD,MD,1152,v2768,20,,,,,,,,,,,,,,,,,,,,,
p1365,WHITE,F,ADAMSTOWN,MD,MD,1102,v1330,63,,,,,,,,,,,,,,,,,,,,,
p1366,WHITE,M,ADAMSTOWN,MD,MD,1106,v1331,70,,,,,,,,,,,,,,,,,,,,,
p1369,OTHER,M,ACCOKEEK,MD,MD,1152,v1641,32,,,,,,,,,,,,,,,,,,,,,
p1375,HISPANIC,M,ADELPHI,MD,MD,1154,v2769,29,,,,,,,,,,,,,,,,,,,,,
p1376,WHITE,F,ADAMSTOWN,MD,MD,1126,v2082,28,,,,,,,,,,,,,,,,,,,,,
p1380,WHITE,F,ADAMSTOWN,MD,MD,1114,v2083,66,,,,,,,,,,,,,,,,,,,,,
p1382,HISPANIC,M,ADELPHI,MD,MD,1156,v2770,25,,,,,,,,,,,,,,,,,,,,,
p1384,WHITE,M,ADAMSTOWN,MD,MD,1128,v3260,37,,,,,,,,,,,,,,,,,,,,,
p1387,BLACK,M,ADELPHI,MD,MD,1144,v2771,49,,,,,,,,,,,,,,,,,,,,,
p1389,WHITE,F,ADAMSTOWN,MD,MD,1122,v2084,22,,,,,,,,,,,,,,,,,,,,,
p1390,HISPANIC,M,ADELPHI,MD,MD,1144,v3071,23,,,,,,,,,,,,,,,,,,,,,
p1391,BLACK,F,ACCOKEEK,MD,MD,1154,v1642,49,,,,,,,,,,,,,,,,,,,,,
p1392,HISPANIC,M,ADELPHI,MD,MD,1146,v3072,60,,,,,,,,,,,,,,,,,,,,,
p1393,HISPANIC,M,ADELPHI,MD,MD,1146,v2772,33,,,,,,,,,,,,,,,,,,,,,
p1398,BLACK,M,ADAMSTOWN,MD,MD,1100,v3261,49,,,,,,,,,,,,,,,,,,,,,
p1400,WHITE,F,ADAMSTOWN,MD,MD,1134,v2085,67,,,,,,,,,,,,,,,,,,,,,
p1403,BLACK,M,ADELPHI,MD,MD,1124,v2773,64,,,,,,,,,,,,,,,,,,,,,
p1406,HISPANIC,M,ADELPHI,MD,MD,1124,v3073,35,,,,,,,,,,,,,,,,,,,,,
p1407,WHITE,F,ADAMSTOWN,MD,MD,1116,v2086,42,,,,,,,,,,,,,,,,,,,,,
p1408,WHITE,F,ADAMSTOWN,MD,MD,1120,v2087,59,,,,,,,,,,,,,,,,,,,,,
p1410,BLACK,M,ADAMSTOWN,MD,MD,1104,v3262,60,,,,,,,,,,,,,,,,,,,,,
p1412,WHITE,F,ADAMSTOWN,MD,MD,1118,v2088,67,,,,,,,,,,,,,,,,,,,,,
p1417,WHITE,F,ADAMSTOWN,MD,MD,1150,v2089,40,,,,,,,,,,,,,,,,,,,,,
p1419,HISPANIC,M,ADELPHI,MD,MD,1132,v3074,34,,,,,,,,,,,,,,,,,,,,,
p1421,BLACK,M,ADAMSTOWN,MD,MD,1108,v3263,19,,,,,,,,,,,,,,,,,,,,,
p1423,WHITE,F,ADAMSTOWN,MD,MD,1158,v2090,50,,,,,,,,,,,,,,,,,,,,,
p1424,HISPANIC,M,ADELPHI,MD,MD,1136,v3075,67,,,,,,,,,,,,,,,,,,,,,
p1425,WHITE,F,ADAMSTOWN,MD,MD,1152,v2091,31,,,,,,,,,,,,,,,,,,,,,
p1431,HISPANIC,M,ADELPHI,MD,MD,1138,v3076,31,,,,,,,,,,,,,,,,,,,,,
p1434,BLACK,M,ADAMSTOWN,MD,MD,1154,v2092,24,,,,,,,,,,,,,,,,,,,,,
p1435,WHITE,F,ADAMSTOWN,MD,MD,1116,v3393,21,,,,,,,,,,,,,,,,,,,,,
p1436,BLACK,M,ADAMSTOWN,MD,MD,1110,v3264,65,,,,,,,,,,,,,,,,,,,,,
p1437,HISPANIC,M,ADAMSTOWN,MD,MD,1126,v1332,20,,,,,,,,,,,,,,,,,,,,,
p1440,OTHER,F,ADAMSTOWN,MD,MD,1114,v1333,41,,,,,,,,,,,,,,,,,,,,,
p1442,BLACK,M,ADAMSTOWN,MD,MD,1156,v2093,30,,,,,,,,,,,,,,,,,,,,,
p1447,BLACK,M,ADAMSTOWN,MD,MD,1144,v2094,20,,,,,,,,,,,,,,,,,,,,,
p1449,WHITE,F,ADAMSTOWN,MD,MD,1122,v1334,58,,,,,,,,,,,,,,,,,,,,,
p1450,WHITE,M,ACCOKEEK,MD,MD,1156,v1643,20,,,,,,,,,,,,,,,,,,,,,
p1451,HISPANIC,M,ADELPHI,MD,MD,1132,v2774,39,,,,,,,,,,,,,,,,,,,,,
p1454,WHITE,M,ADAMSTOWN,MD,MD,1146,v2095,36,,,,,,,,,,,,,,,,,,,,,
p1458,HISPANIC,M,ADELPHI,MD,MD,1136,v2775,49,,,,,,,,,,,,,,,,,,,,,
p1463,WHITE,M,ADAMSTOWN,MD,MD,1134,v1335,29,,,,,,,,,,,,,,,,,,,,,
p1466,WHITE,M,ADAMSTOWN,MD,MD,1116,v1336,36,,,,,,,,,,,,,,,,,,,,,
p1467,WHITE,M,ADAMSTOWN,MD,MD,1124,v2096,23,,,,,,,,,,,,,,,,,,,,,
p1468,WHITE,M,ADAMSTOWN,MD,MD,1132,v2097,31,,,,,,,,,,,,,,,,,,,,,
p1471,WHITE,M,ADAMSTOWN,MD,MD,1136,v2098,61,,,,,,,,,,,,,,,,,,,,,
p1473,BLACK,M,ADELPHI,MD,MD,1138,v2776,31,,,,,,,,,,,,,,,,,,,,,
p1474,HISPANIC,M,ADELPHI,MD,MD,1140,v2777,36,,,,,,,,,,,,,,,,,,,,,
p1475,HISPANIC,M,ADAMSTOWN,MD,MD,1120,v1337,26,,,,,,,,,,,,,,,,,,,,,
p1478,BLACK,M,ADAMSTOWN,MD,MD,1138,v2099,38,,,,,,,,,,,,,,,,,,,,,
p1481,WHITE,M,ADAMSTOWN,MD,MD,1140,v2100,35,,,,,,,,,,,,,,,,,,,,,
p1482,BLACK,M,ADAMSTOWN,MD,MD,1142,v2101,53,,,,,,,,,,,,,,,,,,,,,
p1487,WHITE,M,ADAMSTOWN,MD,MD,1118,v1338,45,,,,,,,,,,,,,,,,,,,,,
p1489,HISPANIC,M,ADDISON,TX,TX,1148,v2102,38,,,,,,,,,,,,,,,,,,,,,
p1490,WHITE,F,ADAMSTOWN,MD,MD,1150,v1339,21,,,,,,,,,,,,,,,,,,,,,
p1491,WHITE,M,ADAMSTOWN,MD,MD,1158,v1340,23,,,,,,,,,,,,,,,,,,,,,
p1492,WHITE,M,ADELPHI,MD,MD,1140,v3077,62,,,,,,,,,,,,,,,,,,,,,
p1493,HISPANIC,M,ADELFI,MD,DE,1128,v2103,53,,,,,,,,,,,,,,,,,,,,,
p1494,BLACK,M,ADAMSTOWN,MD,MD,1112,v3265,67,,,,,,,,,,,,,,,,,,,,,
p1496,WHITE,M,ADELPHI,MD,MD,1142,v3078,62,,,,,,,,,,,,,,,,,,,,,
p1497,HISPANIC,M,ADELFI,MD,DE,1100,v2104,59,,,,,,,,,,,,,,,,,,,,,
p1505,WHITE,M,ADAMSTOWN,MD,MD,1152,v1341,49,,,,,,,,,,,,,,,,,,,,,
p1506,HISPANIC,M,ADELFI,MD,DE,1104,v2105,42,,,,,,,,,,,,,,,,,,,,,
p1514,WHITE,M,ADELPHI,MD,MD,1148,v3079,41,,,,,,,,,,,,,,,,,,,,,
p1518,WHITE,M,ADELPHI,MD,MD,1108,v2106,30,,,,,,,,,,,,,,,,,,,,,
