vehicleid,vehicletype,year,make,model,color,personid
v2032,02 - Automobile,2011,HYUN,4DR,GRAY,p1655
v2033,05 - Light Duty Truck,2002,DODGE,TK,WHITE,p1659
v2034,02 - Automobile,2007,FORD,FOCUS,SILVER,p1664
v2035,02 - Automobile,2007,VOLVO,SUV,BLUE,p1670
v2036,02 - Automobile,2007,VOLVO,SUV,BLUE,p1672
v2037,02 - Automobile,1997,BMW,2S /  325TI,GREEN,p1674
v2038,02 - Automobile,2002,FORD,TAURUS,GOLD,p1676
v2039,05 - Light Duty Truck,2008,TOYT,TK,SILVER,p1677
v2040,02 - Automobile,2002,FORD,TAURUS,GOLD,p1681
v2041,02 - Automobile,2005,DODG,4S,WHITE,p1692
v2042,02 - Automobile,2004,MAZDA,RX8,BLUE,p1693
v2043,02 - Automobile,2004,HONDA,4DR,BRONZE,p1694
v2044,02 - Automobile,2004,BUICK,4S,RED,p1695
v2045,05 - Light Duty Truck,1998,DODG,TK,BLUE,p1698
v2046,02 - Automobile,2011,MITS,LANCER,WHITE,p1700
v2047,28 - Other,2014,NISSAN,NV200 VAN,WHITE,p1701
v2048,05 - Light Duty Truck,2002,CHEVROLET,SILVERADO,WHITE,p1703
v2049,02 - Automobile,2001,MITSUBISHI,ECLIPSE,SILVER,p1704
v2050,02 - Automobile,2004,TOYT,TK,BLUE,p1708
v2051,28 - Other,1999,FORD,WINDSTAR,WHITE,p1709
v2052,02 - Automobile,2001,CADILLAC,DTS,RED,p1710
v2053,28 - Other,2009,VW,TIGUAN,BLUE,p1711
v2054,02 - Automobile,2013,VW,BEETLE,GRAY,p1714
v2055,02 - Automobile,2002,HONDA,ACCORD 2D,SILVER,p1715
v2056,02 - Automobile,2000,HOND,CIVIC,WHITE,p1725
v2057,05 - Light Duty Truck,2011,CHEVY,2500 PU,WHITE,p1727
v2058,02 - Automobile,2011,FORD,ESCAPE,GRAY,p1728
v2059,02 - Automobile,2008,FORD,4S,BLACK,p1733
v2060,05 - Light Duty Truck,2011,ACURA,MDX,SILVER,p1740
v2061,02 - Automobile,2012,HONDA,CIVIC,BLACK,p1741
v2062,02 - Automobile,2014,VOLK,JETTA,SILVER,p1745
v2063,05 - Light Duty Truck,2008,FORD,TK,BLACK,p1746
v2064,05 - Light Duty Truck,2011,GMC,SIERRA,GRAY,p1748
v2065,05 - Light Duty Truck,2011,GMC,SIERRA,GRAY,p1750
v2066,02 - Automobile,2007,GMC,TK,WHITE,p1755
v2067,02 - Automobile,2010,DODG,4S CHARGER,SILVER,p1756
v2068,05 - Light Duty Truck,2002,CHEVROLET,TK,TAN,p1759
v2069,28 - Other,2013,DODGE,VAN,WHITE,p1761
v2070,02 - Automobile,2007,INFI,2S,SILVER,p1765
v2071,05 - Light Duty Truck,2002,CHEV,TK,SILVER,p1766
v2072,05 - Light Duty Truck,2004,DODG,TK,WHITE,p1770
v2073,02 - Automobile,2007,HONDA,ACCORD,BLACK,p1779
v2074,02 - Automobile,2012,CHEVY,4DR,WHITE,p1780
v2075,02 - Automobile,2011,FORD,MUSTANG,RED,p1785
v2076,02 - Automobile,2011,FORD,MUSTANG,RED,p1786
v2077,02 - Automobile,2011,FORD,MUSTANG,RED,p1787
v2078,02 - Automobile,2011,FORD,MUSTANG,RED,p1790
v2079,02 - Automobile,2011,FORD,MUSTANG,RED,p1791
v2080,02 - Automobile,1998,CHEVROLET,VAN,SILVER,p1793
v2081,05 - Light Duty Truck,2007,ACUR,TK,TAN,p1796
v2082,08 - Recreational Vehicle,2014,FORD,TK,COPPER,p1802
v2083,02 - Automobile,2004,VOLK,4S,GRAY,p1803
v2084,02 - Automobile,2003,MERC,SABLE,GOLD,p1807
v2085,02 - Automobile,2003,MERC,SABLE,GOLD,p1813
v2086,02 - Automobile,2003,MERC,SABLE,GOLD,p1816
v2087,02 - Automobile,2003,MERC,SABLE,GOLD,p1817
v2088,02 - Automobile,2003,MERC,SABLE,GOLD,p1819
v2089,02 - Automobile,2003,MERC,SABLE,GOLD,p1820
v2090,02 - Automobile,2003,MERC,SABLE,GOLD,p1823
v2091,02 - Automobile,2003,MERC,SABLE,GOLD,p1825
v2092,02 - Automobile,2003,MERC,SABLE,GOLD,p1827
v2093,02 - Automobile,2003,MERC,SABLE,GOLD,p1832
v2094,02 - Automobile,2003,MERC,SABLE,GOLD,p1833
v2095,02 - Automobile,2010,TOYOTA,TACOMA,GRAY,p1837
v2096,02 - Automobile,1997,BMW,2S,GREEN,p1841
v2097,02 - Automobile,2010,VOLKSWAGEN,4DR,GRAY,p1842
v2098,02 - Automobile,2010,VOLKSWAGEN,4DR,GRAY,p1843
v2099,05 - Light Duty Truck,1996,JEEP,TK,BLACK,p1847
v2100,02 - Automobile,2005,CHRYS,4S,SILVER,p1848
v2101,02 - Automobile,2010,TOYT,4H,BLUE,p1849
v2102,02 - Automobile,2007,HOND,4S,BLACK,p1851
v2103,05 - Light Duty Truck,2010,TOYT,TK,WHITE,p1855
v2104,05 - Light Duty Truck,2007,NISS,TITAN,"BLUE, DARK",p1858
v2105,05 - Light Duty Truck,1995,CHEVROLET,TK,BLUE,p1860
v2106,05 - Light Duty Truck,1995,CHEVROLET,TK,BLUE,p1862
v2107,02 - Automobile,2011,TOYT,4H,WHITE,p1864
v2108,02 - Automobile,2005,HOND,TK,GRAY,p1866
v2109,02 - Automobile,2003,HOND,4S,SILVER,p1871
v2110,06 - Heavy Duty Truck,2005,FREI,TK,BLUE,p1873
v2111,02 - Automobile,2015,VOLK,JETTA,BLACK,p1874
v2112,02 - Automobile,2005,CHRY,2S,ORANGE,p1876
v2113,02 - Automobile,2001,LEXUS,IS 300,BLUE,p1878
v2114,02 - Automobile,2012,HYUNDAI,4S,WHITE,p1879
v2115,02 - Automobile,2012,HYUNDAI,4S,WHITE,p1883
v2116,02 - Automobile,2001,LEXUS,IS 300,BLUE,p1885
v2117,05 - Light Duty Truck,2010,TOYT,TACOMA,GRAY,p1889
v2118,02 - Automobile,1999,FORD,0,WHITE,p1890
v2119,28 - Other,2012,FORD,TK,"BLUE, LIGHT",p1892
v2120,02 - Automobile,2012,KIA,4S,BLACK,p1893
v2121,02 - Automobile,2002,GMC,TK,BLUE,p1896
v2122,02 - Automobile,2013,SUBA,5S,RED,p1897
v2123,02 - Automobile,2016,TOYOTA,CAMRY,GRAY,p1898
v2124,02 - Automobile,2016,TOYOTA,CAMRY,GRAY,p1899
v2125,03 - Station Wagon,2014,ACURA,SUV,BLACK,p1900
v2126,02 - Automobile,2008,CADI,4S,WHITE,p1903
v2127,02 - Automobile,2009,HONDA,ACCORD,SILVER,p1905
v2128,02 - Automobile,2004,VOLKSWAGON,JETTA,SILVER,p1906
v2129,02 - Automobile,2013,FORD,F150,BLACK,p1907
v2130,02 - Automobile,2007,KIA,4DR,TAN,p1908
v2131,02 - Automobile,2011,HYUN,SONATA,SILVER,p1911
v2132,02 - Automobile,2010,MAZD,3,"BLUE, LIGHT",p1912
v2133,02 - Automobile,2015,MERCEDES,GL350,WHITE,p1914
v2134,02 - Automobile,2014,TOYT,PRIUS,GRAY,p1915
v2135,02 - Automobile,2009,HONDA,SW,SILVER,p1916
v2136,02 - Automobile,2005,HONDA,CIVIC,SILVER,p1921
v2137,05 - Light Duty Truck,2003,DODG,DAKOTA PU,"BLUE, DARK",p1926
v2138,02 - Automobile,2005,HOND,VN,SILVER,p1928
v2139,02 - Automobile,2008,LINC,4S,SILVER,p1934
v2140,02 - Automobile,2011,FORD,4S,RED,p1935
v2141,02 - Automobile,2011,CHEV,4S,TAN,p1938
v2142,02 - Automobile,2009,HYUNDAI,4S,BLUE,p1942
v2143,02 - Automobile,2003,HOND,VN,SILVER,p1946
v2144,02 - Automobile,2013,NISSAN,ALTIMA,SILVER,p1949
v2145,02 - Automobile,2016,LEXUS,TK,BLACK,p1950
v2146,05 - Light Duty Truck,2010,JEEP,TK,SILVER,p1951
v2147,02 - Automobile,2013,VOLK,4S,BLACK,p1959
v2148,02 - Automobile,2006,FORD,TK,BLACK,p1960
v2149,02 - Automobile,2013,INFINITI,SUV,WHITE,p1962
v2150,05 - Light Duty Truck,2003,HOND,TK,GRAY,p1963
v2151,05 - Light Duty Truck,2011,FORD,DS,RED,p1965
v2152,02 - Automobile,2013,HYUN,4S,GRAY,p1966
v2153,02 - Automobile,2011,TOYOTA,COROLLA,GRAY,p1967
v2154,02 - Automobile,2009,HOND,TK,"GREEN, LGT",p1968
v2155,02 - Automobile,2003,HOND,VN,SILVER,p1971
v2156,02 - Automobile,2013,JEEP,TK,BLACK,p1972
v2157,02 - Automobile,2007,KIA,4DR,TAN,p1976
v2158,02 - Automobile,2015,MERCEDES,GL350,WHITE,p1978
v2159,02 - Automobile,2016,HYUNDAI,TIBURON,BLUE,p1980
v2160,02 - Automobile,2005,HOND,TK,BLUE,p1981
v2161,02 - Automobile,2007,VOLKS,JETTA,BLACK,p1982
v2162,02 - Automobile,2009,GMC,YUKON,TAN,p1986
v2163,02 - Automobile,2007,TOYT,CAMRY,GRAY,p1988
v2164,05 - Light Duty Truck,2002,GMC,SIERRA,BLUE,p1990
v2165,02 - Automobile,2013,FORD,F150,BLACK,p1991
v2166,05 - Light Duty Truck,2002,GMC,SIERRA,BLUE,p1992
v2167,05 - Light Duty Truck,2002,GMC,SIERRA,BLUE,p1999
v2168,05 - Light Duty Truck,2002,GMC,SIERRA,BLUE,p2000
v2169,05 - Light Duty Truck,2002,GMC,SIERRA,BLUE,p2002
v2170,02 - Automobile,2015,TOYOTA,CAMRY,WHITE,p2003
v2171,02 - Automobile,2015,TOYOTA,CAMRY,WHITE,p2004
v2172,02 - Automobile,2002,HONDA,CIVIC,BLACK,p2009
v2173,02 - Automobile,2002,HONDA,CIVIC,BLACK,p2010
v2174,02 - Automobile,2011,TOYOTA,CAMERY,GRAY,p2011
v2175,02 - Automobile,2011,TOYOTA,CAMERY,GRAY,p2018
v2176,05 - Light Duty Truck,2011,TOYOTA,TK,BLACK,p2019
v2177,02 - Automobile,2010,TOYT,4S,SILVER,p2020
v2178,02 - Automobile,2003,PONT,4S,SILVER,p2022
v2179,02 - Automobile,2011,HYUNDAI,SONATA,SILVER,p2023
v2180,05 - Light Duty Truck,2004,FORD,F250,BLACK,p2028
v2181,02 - Automobile,1999,TOYOTA,CAMRY,GRAY,p2031
v2182,02 - Automobile,1999,TOYOTA,CAMRY,GRAY,p2032
v2183,02 - Automobile,1999,TOYOTA,CAMRY,GRAY,p2035
v2184,02 - Automobile,2008,NISS,4S,GRAY,p2037
v2185,02 - Automobile,1999,SUBARU,SW,GRAY,p2040
v2186,02 - Automobile,1999,SUBARU,SW,GRAY,p2042
v2187,05 - Light Duty Truck,2001,JEEP,CHEROKEE,GRAY,p2043
v2188,05 - Light Duty Truck,2012,CHEV,EXPRESS WK VN,WHITE,p2045
v2189,02 - Automobile,2005,HONDA,CRV,BLUE,p2046
v2190,02 - Automobile,2005,HONDA,CRV,BLUE,p2047
v2191,28 - Other,2005,MERCURY,SUV,N/A,p2048
v2192,28 - Other,2005,MERCURY,SUV,N/A,p2050
v2193,02 - Automobile,2008,HOND,4S,TAN,p2051
v2194,02 - Automobile,1999,HONDA,ACCORD,WHITE,p2055
v2195,02 - Automobile,1999,HONDA,ACCORD,WHITE,p2058
v2196,06 - Heavy Duty Truck,2006,GMC,TRK,WHITE,p2060
v2197,02 - Automobile,2013,DODGE,RAM,BLACK,p2063
v2198,02 - Automobile,2006,HONDA,VN,BLUE,p2064
v2199,02 - Automobile,2014,FORD,4DR,SILVER,p2069
v2200,05 - Light Duty Truck,2015,SUBARU,OUTBACK,GRAY,p2070
v2201,02 - Automobile,2009,LINC,4S,BLACK,p2074
v2202,02 - Automobile,2006,FORD,VN,WHITE,p2078
v2203,02 - Automobile,2004,HOND,ACCORD,BLACK,p2082
v2204,02 - Automobile,2012,FORD,TK,WHITE,p2084
v2205,02 - Automobile,2006,ACURA,TSX,SILVER,p2087
v2206,02 - Automobile,2005,JEEP,TK,BLUE,p2090
v2207,05 - Light Duty Truck,2000,FORD,EXPLORER,MAROON,p2091
v2208,05 - Light Duty Truck,2000,FORD,EXPLORER,MAROON,p2092
v2209,02 - Automobile,2011,CHRYSLER,TOWN & COUNTRY,BLACK,p2094
v2210,02 - Automobile,2007,HONDA,ACCORD,SILVER,p2095
v2211,02 - Automobile,2008,NISSAN,PATHFINDER,SILVER,p2096
v2212,05 - Light Duty Truck,2014,FORD,TK,WHITE,p2097
v2213,02 - Automobile,2006,HONDA,TK,BLUE,p2103
v2214,02 - Automobile,2014,TOYOTA,4S,RED,p2105
v2215,02 - Automobile,2007,HOND,2S,SILVER,p2106
v2216,02 - Automobile,2006,VOLK,4S,SILVER,p2108
v2217,03 - Station Wagon,2005,TOYOTA,SIENNA,SILVER,p2113
v2218,02 - Automobile,2008,TOYT,2S,WHITE,p2115
v2219,02 - Automobile,2002,VOLVO,4 DOOR,BLACK,p2120
v2220,02 - Automobile,2010,TOYOTA,YARIS,SILVER,p2121
v2221,28 - Other,2005,LEXUS,TK,SILVER,p2123
v2222,28 - Other,2013,HONDA,VAN,GREEN,p2125
v2223,02 - Automobile,2001,CADILLAC,4 DOOR,RED,p2127
v2224,05 - Light Duty Truck,2009,CADILLAC,ESCALADE,BLACK,p2133
v2225,02 - Automobile,2012,JEEP,WRANGLER,BLACK,p2137
v2226,01 - Motorcycle,2005,KTM,MC,ORANGE,p2140
v2227,01 - Motorcycle,2005,KTM,MC,ORANGE,p2144
v2228,01 - Motorcycle,2005,KTM,MC,ORANGE,p2145
v2229,02 - Automobile,2007,HOND,4S,BLACK,p2146
v2230,02 - Automobile,2011,HUYNDAI,TK,SILVER,p2147
v2231,05 - Light Duty Truck,1998,DODG,TK,GREEN,p2152
v2232,05 - Light Duty Truck,1998,MAZDA,TK,RED,p2159
v2233,05 - Light Duty Truck,2011,TOYOTA,TK,BLACK,p2160
v2234,05 - Light Duty Truck,2011,TOYOTA,TK,BLACK,p2162
v2235,02 - Automobile,2008,HONDA,TK,BLACK,p2163
v2236,02 - Automobile,2006,FORD,EXPEDTION,BLUE,p2164
v2237,02 - Automobile,2014,SUBURU,OUTBACK,GRAY,p2165
v2238,02 - Automobile,2009,HONDA,PILOT,RED,p2170
v2239,02 - Automobile,2012,TOYT,CAMRY,BLACK,p2171
v2240,08 - Recreational Vehicle,2005,HONDA,PILOT,BLUE,p2172
v2241,02 - Automobile,2012,CHEVY,4DR,WHITE,p2173
v2242,05 - Light Duty Truck,2014,FORD,TK,WHITE,p2174
v2243,05 - Light Duty Truck,2014,FORD,TK,WHITE,p2176
v2244,02 - Automobile,2012,HOND,4DR,BLACK,p2180
v2245,02 - Automobile,2006,VW,JETTA,GRAY,p2183
v2246,02 - Automobile,2004,SAAB,910,"BLUE, DARK",p2195
v2247,05 - Light Duty Truck,2011,HOND,SU,SILVER,p2197
v2248,02 - Automobile,2012,ACURA,4DR,BLACK,p2198
v2249,02 - Automobile,2007,CADI,4S,BLACK,p2202
v2250,02 - Automobile,2014,TOYT,4DR,"BLUE, LIGHT",p2203
v2251,02 - Automobile,2012,FORD,4D,RED,p2204
v2252,02 - Automobile,2002,FORD,ESCAPE,WHITE,p2208
v2253,02 - Automobile,2010,HONDA,4D,BLACK,p2212
v2254,02 - Automobile,2010,HONDA,4D,BLACK,p2214
v2255,05 - Light Duty Truck,2012,FORD,TRUCK,WHITE,p2216
v2256,02 - Automobile,2003,TOYOTA,VAN,BEIGE,p2217
v2257,05 - Light Duty Truck,2015,CADDILLAC,SUV,BLACK,p2219
v2258,02 - Automobile,2005,HONDA,SUV,BLUE,p2223
v2259,02 - Automobile,2006,TOYOTA,4D,"BLUE, LIGHT",p2225
v2260,02 - Automobile,2015,CHRYSLER,VAN,"BLUE, DARK",p2232
v2261,02 - Automobile,2014,MAZDA,SUV,GRAY,p2234
v2262,02 - Automobile,2008,TOYOTA,SUV,WHITE,p2239
v2263,02 - Automobile,2004,VOLK,JETTA SW,"BLUE, DARK",p2243
v2264,02 - Automobile,2004,VOLK,JETTA SW,"BLUE, DARK",p2245
v2265,02 - Automobile,2006,LINC,4S,TAN,p2247
v2266,02 - Automobile,2006,KIA,4S,BLACK,p2248
v2267,02 - Automobile,2011,TOY,4S,BLACK,p2253
v2268,02 - Automobile,2011,TOY,4S,BLACK,p2255
v2269,05 - Light Duty Truck,2011,CHEVY,2500 PU,WHITE,p2258
v2270,05 - Light Duty Truck,2011,CHEVY,2500 PU,WHITE,p2259
v2271,02 - Automobile,1998,HOND,4S,SILVER,p2261
v2272,02 - Automobile,1997,BMW,2S,GREEN,p2262
v2273,02 - Automobile,1997,BMW,2S,GREEN,p2266
v2274,02 - Automobile,2009,CHRY,SEBRING,"BLUE, LIGHT",p2268
v2275,28 - Other,2013,AUDI,TK,BLACK,p2270
v2276,05 - Light Duty Truck,2005,FORD,E250,WHITE,p2275
v2277,05 - Light Duty Truck,2007,CHEV,TK,MAROON,p2276
v2278,02 - Automobile,2011,FORD,ESCAPE,GRAY,p2277
v2279,02 - Automobile,2011,FORD,ESCAPE,GRAY,p2282
v2280,02 - Automobile,2011,FORD,ESCAPE,GRAY,p2284
v2281,02 - Automobile,2011,FORD,ESCAPE,GRAY,p2285
v2282,02 - Automobile,2011,FORD,ESCAPE,GRAY,p2286
v2283,02 - Automobile,2009,BMW,4S,BLACK,p2287
v2284,02 - Automobile,2014,AUDI,A5,BLACK,p2290
v2285,28 - Other,2013,DODGE,VAN,WHITE,p2292
v2286,02 - Automobile,2011,TOYOTA,HIGHLANDER,MAROON,p2298
v2287,02 - Automobile,2010,TOYT,CAMRY,SILVER,p2301
v2288,02 - Automobile,2014,BMW,328D,WHITE,p2306
v2289,02 - Automobile,2014,BMW,328D,WHITE,p2309
v2290,02 - Automobile,2013,NISS,ROGUE,GRAY,p2311
v2291,05 - Light Duty Truck,2013,CHEV,SILVERADO,WHITE,p2315
v2292,02 - Automobile,1995,TOYOTA,COROLLA,BLACK,p2316
v2293,02 - Automobile,2009,BMW,535,BLACK,p2317
v2294,20 - Commercial Rig,2009,TOYOTA,COROLLA,BLACK,p2319
v2295,02 - Automobile,1999,DODGE,1500,BLACK,p2320
v2296,02 - Automobile,1999,DODGE,1500,BLACK,p2321
v2297,02 - Automobile,2011,TOYOTA,PRIUS,BLUE,p2325
v2298,02 - Automobile,2011,TOYOTA,PRIUS,BLUE,p2326
v2299,02 - Automobile,2009,ACU,4S,WHITE,p2328
v2300,02 - Automobile,2012,NISS,4S,"BLUE, DARK",p2329
v2301,02 - Automobile,2012,NISS,4S,"BLUE, DARK",p2331
v2302,02 - Automobile,2009,HOND,4S,BLUE,p2332
v2303,02 - Automobile,2009,HOND,4S,BLUE,p2333
v2304,02 - Automobile,2008,CHEV,TK,WHITE,p2337
v2305,02 - Automobile,2009,MERZ,4S,BLACK,p2339
v2306,02 - Automobile,2012,GMC,TERRAIN,WHITE,p2341
v2307,02 - Automobile,1995,BMW,4S,WHITE,p2342
v2308,02 - Automobile,1995,HONDA,CIVIC,SILVER,p2348
v2309,02 - Automobile,2009,BMW,4S,BLACK,p2349
v2310,02 - Automobile,2000,MAZD,4S,SILVER,p2355
v2311,02 - Automobile,2002,MAZD,PROTEGE,WHITE,p2357
v2312,06 - Heavy Duty Truck,2006,FORD,F450,BLACK,p2360
v2313,06 - Heavy Duty Truck,2006,FORD,F450,BLACK,p2364
v2314,06 - Heavy Duty Truck,2006,FORD,F450,BLACK,p2371
v2315,05 - Light Duty Truck,2007,TOYOTA,TUNDRA,"BLUE, LIGHT",p2374
v2316,02 - Automobile,2007,TOYT,TK,BROWN,p2375
v2317,02 - Automobile,2004,JEEP,LIBERTY,PURPLE,p2376
v2318,06 - Heavy Duty Truck,2009,INTL,TK,WHITE,p2377
v2319,02 - Automobile,2008,DODGE,4S,SILVER,p2379
v2320,02 - Automobile,2013,FORD,MUSTANG,BLACK,p2380
v2321,02 - Automobile,2009,HONDA,PILOT,MAROON,p2384
v2322,02 - Automobile,2009,HONDA,PILOT,MAROON,p2385
v2323,02 - Automobile,2010,HOND,SU,"BLUE, DARK",p2390
v2324,06 - Heavy Duty Truck,1999,INTERNATIONAL,TRUCK,YELLOW,p2391
v2325,02 - Automobile,2000,HOND,CIVIC,WHITE,p2392
v2326,02 - Automobile,2001,SATU,4S,SILVER,p2393
v2327,28 - Other,1999,FORD,WINDSTAR,WHITE,p2399
v2328,02 - Automobile,1996,HONDA,CIVIC,RED,p2402
v2329,02 - Automobile,2006,NISSAN,ALTIMA,BLACK,p2404
v2330,06 - Heavy Duty Truck,2005,FORD,TK,WHITE,p2406
v2331,06 - Heavy Duty Truck,2005,FORD,TK,WHITE,p2408
v2332,06 - Heavy Duty Truck,2005,FORD,TK,WHITE,p2409
v2333,06 - Heavy Duty Truck,2005,FORD,TK,WHITE,p2417
v2334,02 - Automobile,2008,CADI,ESCALADE,BLUE,p2418
v2335,05 - Light Duty Truck,2008,FORD,TK,BLACK,p2420
v2336,02 - Automobile,2003,HOND,VN,"BLUE, DARK",p2421
v2337,03 - Station Wagon,2009,VOLK,SW,BLACK,p2422
v2338,03 - Station Wagon,2009,VOLK,SW,BLACK,p2423
v2339,02 - Automobile,2005,LEXUS,4DR,BLACK,p2426
v2340,02 - Automobile,2009,TOYT,4S,GRAY,p2427
v2341,02 - Automobile,2008,TOYOTA,SCION,"BLUE, DARK",p2430
v2342,02 - Automobile,2012,TOYOTA,CAMRY,BLACK,p2432
v2343,02 - Automobile,2001,HONDA,CIVIC,RED,p2433
v2344,02 - Automobile,2001,HONDA,CIVIC,RED,p2434
v2345,02 - Automobile,1999,SUBARU,SW,GRAY,p2436
v2346,05 - Light Duty Truck,2001,JEEP,CHEROKEE,GRAY,p2437
v2347,05 - Light Duty Truck,2001,JEEP,CHEROKEE,GRAY,p2439
v2348,05 - Light Duty Truck,2003,NISSAN,XTERRA,TAN,p2444
v2349,02 - Automobile,2010,TOYT,SEQUOIA SUV,BLACK,p2445
v2350,20 - Commercial Rig,2009,FORD,E350 VAN,WHITE,p2446
v2351,02 - Automobile,2001,HONDA,ACCORD,SILVER,p2447
v2352,02 - Automobile,2010,CHEV,TK,WHITE,p2452
v2353,05 - Light Duty Truck,2005,CHEVROLET,EXPRESS,WHITE,p2453
v2354,03 - Station Wagon,2005,TOYOTA,SIENNA,SILVER,p2454
v2355,05 - Light Duty Truck,2012,JEEP,TK,RED,p2455
v2356,02 - Automobile,2005,CHRY,PT CRUISER,SILVER,p2460
v2357,05 - Light Duty Truck,2012,JEEP,LAREDO,MAROON,p2462
v2358,05 - Light Duty Truck,2012,JEEP,LAREDO,MAROON,p2463
v2359,02 - Automobile,2007,CHEV,MALIBU,SILVER,p2464
v2360,02 - Automobile,2010,SUBARU,4S,BLUE,p2467
v2361,02 - Automobile,2010,SUBARU,4S,BLUE,p2471
v2362,02 - Automobile,2005,HONDA,ODYSSEY,GOLD,p2474
v2363,02 - Automobile,2011,SUBA,SW,MAROON,p2477
v2364,02 - Automobile,1999,CHEVY,VAN,GOLD,p2478
v2365,05 - Light Duty Truck,2011,CHEVROLET,C4500,WHITE,p2482
v2366,05 - Light Duty Truck,2011,CHEVROLET,C4500,WHITE,p2483
v2367,05 - Light Duty Truck,2011,CHEVROLET,C4500,WHITE,p2489
v2368,05 - Light Duty Truck,2011,CHEVROLET,C4500,WHITE,p2492
v2369,05 - Light Duty Truck,2011,CHEVROLET,C4500,WHITE,p2494
v2370,06 - Heavy Duty Truck,2001,MACK,DS,BLACK,p2497
v2371,02 - Automobile,2009,VW,GTI,WHITE,p2498
v2372,02 - Automobile,1999,HONDA,ACCORD,WHITE,p2500
v2373,02 - Automobile,1999,HONDA,ACCORD,WHITE,p2501
v2374,02 - Automobile,2005,JEEP,TK,MAROON,p2506
v2375,02 - Automobile,2002,FORD,TAURUS,GOLD,p2507
v2376,02 - Automobile,2005,MINI,COOPER,RED,p2509
v2377,02 - Automobile,2005,MINI,COOPER,RED,p2513
v2378,02 - Automobile,2010,MERZ,C300,SILVER,p2515
v2379,02 - Automobile,2010,MERZ,C300,SILVER,p2516
v2380,02 - Automobile,2010,MERZ,C300,SILVER,p2517
v2381,05 - Light Duty Truck,2012,TOYOTA,TACOMA,BLACK,p2519
v2382,02 - Automobile,2012,FORD,TRUCK,WHITE,p2522
v2383,02 - Automobile,2012,FORD,TRUCK,WHITE,p2524
v2384,02 - Automobile,2008,HONDA,CIVIC,GRAY,p2526
v2385,02 - Automobile,2007,TOYOTA,PRIUS,BLACK,p2528
v2386,02 - Automobile,2007,TOYOTA,PRIUS,BLACK,p2530
v2387,02 - Automobile,2007,TOYOTA,PRIUS,BLACK,p2538
v2388,02 - Automobile,2007,NISS,TK,WHITE,p2541
v2389,03 - Station Wagon,2010,CHRY,VN,BEIGE,p2546
v2390,03 - Station Wagon,2010,CHRY,VN,BEIGE,p2555
v2391,03 - Station Wagon,2010,CHRY,VN,BEIGE,p2556
v2392,03 - Station Wagon,2010,CHRY,VN,BEIGE,p2557
v2393,03 - Station Wagon,2010,CHRY,VN,BEIGE,p2561
v2394,02 - Automobile,1994,JEEP,CHEROKEE,GREEN,p2566
v2395,02 - Automobile,2006,MAZD,4S,SILVER,p2568
v2396,02 - Automobile,2005,JEEP,TK,RED,p2571
v2397,02 - Automobile,1984,CHEVY,2DR,GRAY,p2572
v2398,02 - Automobile,2009,FORD,TK,BLACK,p2574
v2399,02 - Automobile,2007,TOYOTA,4S,GRAY,p2578
v2400,02 - Automobile,2012,TOYO,VN - SIENNA,GRAY,p2580
v2401,02 - Automobile,2000,CHEVY,TK,WHITE,p2581
v2402,02 - Automobile,2008,MAZD,4S,BLACK,p2582
v2403,02 - Automobile,2008,MAZD,4S,BLACK,p2585
v2404,05 - Light Duty Truck,2000,FORD,EXPLORER,MAROON,p2588
v2405,02 - Automobile,2014,MAZD,CX-5,GRAY,p2593
v2406,05 - Light Duty Truck,2011,HYUN,SANTA FE,SILVER,p2596
v2407,02 - Automobile,1995,BMW,4S,WHITE,p2600
v2408,02 - Automobile,1995,BMW,4S,WHITE,p2602
v2409,02 - Automobile,2003,HONDA,CIVIC,BLUE,p2604
v2410,02 - Automobile,2003,HONDA,CIVIC,BLUE,p2606
v2411,02 - Automobile,2009,CHRY,VN,"GREEN, LGT",p2608
v2412,05 - Light Duty Truck,2006,DODG,DS,BLUE,p2609
v2413,05 - Light Duty Truck,2006,DODG,DS,BLUE,p2610
v2414,02 - Automobile,2009,CHEVROLET,SILVERADO,WHITE,p2615
v2415,02 - Automobile,2001,JEEP,TK,GOLD,p2617
v2416,02 - Automobile,2005,INFI,TK,WHITE,p2620
v2417,02 - Automobile,2008,MERCEDES,E350,WHITE,p2624
v2418,02 - Automobile,2009,HOND,ACCORD,SILVER,p2625
v2419,02 - Automobile,2001,DODGE,GRAND CARAVAN,SILVER,p2628
v2420,02 - Automobile,2005,BUICK,LACROSS,BLACK,p2633
v2421,02 - Automobile,2005,BUICK,LACROSS,BLACK,p2635
v2422,02 - Automobile,2005,BUICK,LACROSS,BLACK,p2637
v2423,02 - Automobile,1999,BUICK,4S,GRAY,p2638
v2424,02 - Automobile,1999,BUICK,4S,GRAY,p2639
v2425,02 - Automobile,2012,TOYOTA,TACOMA,BLACK,p2640
v2426,02 - Automobile,2012,TOYOTA,TACOMA,BLACK,p2642
v2427,02 - Automobile,2014,TOYOTA,COROLLA,RED,p2647
v2428,02 - Automobile,2014,TOYOTA,COROLLA,RED,p2650
v2429,02 - Automobile,2014,TOYT,COROLLA,"GREEN, DK",p2651
v2430,02 - Automobile,2014,TOYT,COROLLA,"GREEN, DK",p2653
v2431,02 - Automobile,2004,LEXUS,RX350,GOLD,p2654
v2432,02 - Automobile,2004,LEXUS,RX350,GOLD,p2655
