personid,dateofstop,timeofstop,agency,subagency,descrption,location,latitude,longitude,contributedaccident,belts,personalinjury,propertydamge,fatal,commerciallicense,hazmat,commericalvehicels,alcohol,workzone,accident
p2225,5/10/2013,2:14:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,GEORGIA AVE @ CAMERON ST,38.99049888,-77.02291707,No,No,No,No,Yes,No,Yes,No,No,No,No
p2232,5/1/2015,22:58:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BROADBIRCH DR AT  PLUM ORCHARD DR,39.05304833,-76.95817833,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
p2234,12/18/2016,1:17:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,410 UNIVERSITY BLVD E,39.00892,-76.99909667,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
p2239,6/23/2014,1:45:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NEW HAMPSHIRE AVE / RODNEY RD,39.02895667,-76.98352333,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
p2243,3/2/2014,15:47:00,MCP,"3rd district, Silver Spring",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,NEW HAMPSHIRE @ DILSTON RD,39.069485,-77.16207167,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
p2245,11/18/2015,23:55:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",UNIVERSITY BLVD / EAST INDIAN SPRING,39.04556167,-76.99100833,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
p2247,8/14/2013,21:00:00,MCP,"3rd district, Silver Spring",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,GARLAND AVE AT DOMER AVE,38.99743662,-76.99859573,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
p2248,8/4/2012,20:26:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RT 29 AND BLACKBURN LN,39.10124812,-76.93438078,No,No,Yes,No,No,No,Yes,No,No,No,No
p2253,3/2/2016,23:55:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,NEW HAMPSHIRE AVE @ VENICE DR,39.062545,-76.99908,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
p2255,10/20/2015,11:34:00,MCP,"3rd district, Silver Spring",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,SPENCERVILLE ROAD AND SANTINI ROAD,39.10716167,-76.94000833,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
p2258,6/6/2015,22:44:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NEW HAMPSHIRE AVE / POWDER MILL RD,39.00889167,-76.97973333,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
p2259,2/14/2015,0:46:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,WAYNE AVE @ DALE DR,38.99686667,-77.02236167,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes
p2261,4/11/2013,18:08:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,E. WAYNE AVE/ MANCHESTER PL,39.00178478,-77.00759373,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
p2262,12/4/2016,12:48:00,MCP,"3rd district, Silver Spring",DRIVE ACROSS PRIVATE PROPERTY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE,FENTON/SLIGO,38.99337167,-77.02331833,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
p2266,8/30/2013,4:39:00,MCP,"3rd district, Silver Spring",KNOWINGLY DRIVING UNINSURED VEHICLE,198/DINO DRIVE,39.11109768,-76.92593273,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
p2268,10/14/2013,22:10:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL,AVENEL RD @ DILSTON RD,,,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes
p2270,12/7/2016,7:34:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STOP SIGN LINE,CEDAR TREE DR/ MCKNEW RD,39.10161667,-76.922415,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
p2275,6/11/2013,9:24:00,MCP,"3rd district, Silver Spring",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,423 SOUTHAMPTON DR,39.00327333,-76.98268667,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No
p2276,3/24/2015,15:47:00,MCP,"3rd district, Silver Spring",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,PROSPERITY DR  AND TECH RD,,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
p2277,1/31/2015,1:29:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,PINEY BRANCH RD @ SLIGO CREEK PARKWAY,39.04545833,-76.991205,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
p2282,5/22/2013,20:54:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,ARLISS ST / FLOWER AVE,39.00045048,-77.00254237,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
p2284,12/15/2016,1:08:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,UNIVERSITY BLVD E @ 29,39.01913167,-77.01006167,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No
p2285,10/31/2015,19:33:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,NEW HAMPSHIRE AVE @ NORTHAMPTON,39.05712333,-77.04426833,Yes,No,No,No,Yes,No,No,No,No,Yes,No
p2286,5/1/2015,22:58:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,BROADBIRCH DR AT  PLUM ORCHARD DR,39.05304833,-76.95817833,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
p2287,12/10/2016,17:24:00,MCP,"3rd district, Silver Spring","DRIVE ACROSS PRIVATE PROPERTY, LEAVE THE ROADWAY FOR THE PURPOSE OF AVOIDING TRAFFIC CONTROL DEVICE",PINEY BRANCH AT UNIVERSITY BLVD E,38.99622833,-76.993375,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
p2290,4/28/2012,9:13:00,MCP,"3rd district, Silver Spring",OPERATOR NOT RESTRAINED BY SEATBELT,SANDY SPRING ROAD AT US 29,39.11171127,-76.93042497,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes
p2292,11/29/2015,4:50:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,NB NEW HAMPSHIRE AVE/ OAKVIEW DR,39.015235,-76.97789667,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No
p2298,9/16/2012,16:18:00,MCP,"3rd district, Silver Spring",FAIL OF DRIVER IN ATTEND VEH. ACCIDENT TO FURNISH REQ ID & LIC,FLOWER AVE @ ARLISS STREET,39.05865367,-77.04834393,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
p2301,2/22/2012,13:35:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE ROAD @ WAYNE AVE,38.99382967,-77.02920338,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
p2306,5/26/2014,14:47:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,UNIVERSITY BLVD AND PINEY BRANCH RD,38.99946167,-76.99404833,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
p2309,6/28/2015,0:58:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,11452 CHERRY HILL RD,39.04697833,-76.98994,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No
p2311,1/3/2016,19:41:00,MCP,"3rd district, Silver Spring",OWNER FAILURE TO SURENDER REG. EVIDENCES WITHIN 48 HOURS AFTER NOTICE OF SUSPENSION,NB 29/ BRIGGS CHANEY RD,39.076455,-76.95337,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes
p2315,8/9/2013,23:36:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,8800 GARLAND AVE,39.000785,-77.00162333,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No
p2316,1/20/2014,15:26:00,MCP,"3rd district, Silver Spring",FAILURE TO STOP AFTER ACCIDENT INVOLVING DAMAGE TO ATTENDED VEH.,NEW HAMPSHIRE AVE AND OAKVIEW DRIVE,38.99071833,-77.02313667,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No
p2317,5/25/2013,20:57:00,MCP,"3rd district, Silver Spring",RT. TURN FROM IMPROPER ROAD POSITION,GEORGIA AV AND NB COLEVILLE RD,38.99695667,-77.02743,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes
p2319,3/8/2013,23:37:00,MCP,"3rd district, Silver Spring",FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.,GOOD HOPE ROAD @ NEW HAMPSHIRE AVENUE,39.09519195,-76.99856018,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes
p2320,9/2/2013,9:46:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,NEW HAMPSHIRE AVE @ LOCKWOOD DR,39.0404,-76.98898333,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
p2321,5/8/2013,1:27:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NEW HAMPSHIRE AVE @ POWDER MILL,39.022425,-76.97672167,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes
p2325,6/23/2014,1:45:00,MCP,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,NEW HAMPSHIRE AVE / RODNEY RD,39.02895667,-76.98352333,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No
p2326,12/30/2013,0:35:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,PINEY BRANCH RD/ FLOWER AVE,38.998315,-77.002675,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
p2328,11/18/2015,23:55:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,UNIVERSITY BLVD / EAST INDIAN SPRING,39.04556167,-76.99100833,No,No,No,Yes,No,No,No,No,No,No,No
p2329,2/7/2016,2:15:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",W/B SPENCERVILLE RD @ SANTINI RD,39.10816333,-76.94516667,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
p2331,12/20/2015,7:38:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,I 495 EXIT RAMP TO NB GEORGIA AVE,39.01416333,-77.04209333,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No
p2332,10/20/2015,11:34:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,SPENCERVILLE ROAD AND SANTINI ROAD,39.10716167,-76.94000833,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes
p2333,6/16/2012,23:39:00,MCP,"3rd district, Silver Spring",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,11271 NEW HAMPSHIRE AVE (BEHIND ADDRESS),38.9905749,-77.02280207,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
p2337,2/3/2014,8:44:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FAIRLAND / OLD COLUMBIA PIKE,39.07663167,-76.95785,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes
p2339,1/24/2015,10:01:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEH. ON HWY ON SUSPENDED LIC. AND PRIVILEGE,NEW HAMPSHIRE @ CRESTHEAVEN,39.03102833,-76.983905,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
p2341,1/20/2013,4:09:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WANYE AVE / DALE DR,,,No,Yes,No,No,No,Yes,No,No,No,Yes,No
p2342,4/22/2016,23:13:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,914 SILVER SPRING AVE,38.99183667,-77.02545167,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
p2348,11/29/2015,4:50:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NB NEW HAMPSHIRE AVE/ OAKVIEW DR,39.015235,-76.97789667,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
p2349,1/3/2016,19:41:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,NB 29/ BRIGGS CHANEY RD,39.076455,-76.95337,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
p2355,1/27/2014,12:48:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STOP SIGN LINE,WB EAST WEST HWY/ 16TH ST,38.997255,-77.03680667,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No
p2357,5/15/2015,1:13:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WAYNE AVE @ DALE DR,39.00021167,-77.01754833,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
p2360,11/14/2014,1:47:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",WAYNE AVENUE @ DALE DR,39.04502,-76.99244,No,No,No,No,No,No,Yes,No,No,No,No
p2364,1/13/2014,20:06:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,9300 PINEY BRANCH RD,39.00127167,-76.98661667,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
p2371,12/3/2015,12:44:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,COLESVILLE ROAD AT WAYNE AVENUE,39.01470167,-77.03402167,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No
p2374,10/18/2013,18:21:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,FLOWER AVE AT PINEY BRANCH RD,38.9982803,-77.00251387,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
p2375,12/13/2016,23:18:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,LOCKWOOD DR / COLUMBIA PIKE,39.03365667,-77.0011,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
p2376,9/2/2012,0:58:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDERTHE INFLUENCE OF ALCOHOL,NEW HAMPSHIRE AVE @ NORTHAMPTON DR,,,Yes,No,Yes,No,No,No,No,No,Yes,No,No
p2377,6/15/2012,0:01:00,MCP,"3rd district, Silver Spring",DRIVING WRONG WAY--ONE WAY STREET,COLESVILLE RD / UNIVERSITY BLVD W,38.99046568,-77.0229621,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No
p2379,4/21/2016,21:10:00,MCP,"3rd district, Silver Spring",STOP LIGHTS (*),COLUMBIA PIKE @ TECH ROAD,39.05681167,-76.970735,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
p2380,7/9/2015,22:22:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,8900 PINEY BRANCH RD.,38.99969333,-76.99234167,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes
p2384,5/24/2013,12:08:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALKNOT CONTRIBUTING TO ACCIDENT,PINEY BRANCH RD AT CARROLL AVE,38.99987623,-76.99483492,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
p2385,11/11/2015,18:35:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,9200 BLK PINEY BRANCH RD,39.00075333,-76.98923833,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
p2390,10/17/2013,0:19:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,801 SLIGO AVE,38.99027947,-77.01944267,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes
p2391,12/2/2012,3:11:00,MCP,"3rd district, Silver Spring",UNSAFE BACKING OF MOTOR VEH.,NEW HAMPSHIRE AVE @ VALLEY BROOK DR,,,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No
p2392,5/25/2014,0:50:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,SUNNYSIDE RD/ PINEY BRANCH RD,38.989785,-77.01062,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
p2393,9/14/2013,17:23:00,MCP,"3rd district, Silver Spring",OCCUPANT UNDER 16 NOT RESTRAINED BY SEATBELT,UNIVERSITY BLVD W @ WILLAMSBURG RD,39.01871043,-77.00780127,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
p2399,11/18/2015,23:55:00,MCP,"3rd district, Silver Spring",DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING,UNIVERSITY BLVD / EAST INDIAN SPRING,39.04556167,-76.99100833,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes
p2402,10/24/2013,9:20:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SB COLESVILLE RD @ GEORGIA AVE,38.99614667,-77.02811333,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
p2404,12/13/2016,23:18:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,LOCKWOOD DR / COLUMBIA PIKE,39.03365667,-77.0011,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes
p2406,6/16/2012,23:39:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,11271 NEW HAMPSHIRE AVE (BEHIND ADDRESS),38.9905749,-77.02280207,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No
p2408,9/25/2015,12:05:00,MCP,"3rd district, Silver Spring","DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",10101 NEW HAMPSHIRE AVE,39.02118667,-76.97642667,Yes,No,No,No,Yes,No,No,No,Yes,No,No
p2409,6/5/2012,8:53:00,MCP,"3rd district, Silver Spring",FAILURE TO REMAIN STOPPED FOR STOPPED SCHOOL VEH. OPERATING ALTERNATELY FLASHING RED LIGHTS,NB 320/ KODIAK,39.00116143,-76.98631648,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
p2417,9/18/2012,10:25:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",NEW HAMPSHIRE AVE/FOX ST,39.00812948,-76.97959113,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
p2418,6/28/2015,0:58:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,11452 CHERRY HILL RD,39.04697833,-76.98994,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes
p2420,3/1/2012,2:11:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SB NEW HAMPSHIRE AVE/ ADELPHI RD,39.02586508,-76.98031775,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No
p2421,9/4/2013,21:33:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,COLUMBIA PIKE @ STEWART LANE,39.04857167,-76.98348667,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
p2422,9/20/2012,2:22:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,NEW HAMPSHIRE AVE / GOOD HOPE,38.9904827,-77.02307698,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No
p2423,4/6/2015,15:03:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,SB NEW HAMPSHIRE AVE / I-495,39.015385,-76.97831667,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No
p2426,4/21/2016,21:10:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,COLUMBIA PIKE @ TECH ROAD,39.05681167,-76.970735,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes
p2427,8/30/2013,4:39:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,198/DINO DRIVE,39.11109768,-76.92593273,No,No,Yes,No,No,No,No,Yes,No,No,No
p2430,2/22/2015,14:44:00,MCP,"3rd district, Silver Spring",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,PINEY BRANCH RD @ CARROLL AVE,39.0007,-76.98929,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
p2432,1/22/2015,8:51:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",PROSPERITY DRIVE AT TECH RD,39.014485,-77.03419667,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
p2433,12/10/2016,19:27:00,MCP,"3rd district, Silver Spring",TAILLIGHTS (*),PINEY BRANCH AT ARLISS,38.99883167,-76.99725167,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No
p2434,7/16/2015,15:51:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,SB GEORGIA @ BELVEDERE,39.01924833,-77.043895,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
p2436,5/4/2014,20:24:00,MCP,"3rd district, Silver Spring","DRIVING, ATTEMPTING TO DRIVE) MOTOR VEHICLE WITH ALCOHOL IN BLOOD IN VIOLATION OF RESTRICTION",NEW HAMPSHIRE AVE @ NORTHWEST DRIVE,38.99048627,-77.02294252,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes
p2437,2/3/2014,8:44:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,FAIRLAND / OLD COLUMBIA PIKE,39.07663167,-76.95785,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
p2439,4/24/2013,3:54:00,MCP,"3rd district, Silver Spring",OPER. M/V WITH OPERATOR NOT RESTRAINED BY SEATBELT,13434 FAIRLAND PARK DRIVE,38.99055035,-77.022909,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No
p2444,1/18/2014,16:38:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,UNIVERSITY BLVD/CARROLL AVE,39.00337667,-76.99616667,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes
p2445,2/9/2012,5:03:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,WAYNE AVENUE @ DALE DRIVE,38.99976127,-77.01418733,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
p2446,12/30/2013,23:23:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STOP SIGN LINE,GATESHEAD MANOR AT ASTON MANOR DR,39.07837333,-76.93691,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No
p2447,9/14/2013,17:23:00,MCP,"3rd district, Silver Spring",FAILING TO SECURE CHILD UNDER AGE 8 IN CHILD SAFETY SEAT WHEN TRANSPORTING IN MOTOR VEHICLE,UNIVERSITY BLVD W @ WILLAMSBURG RD,39.01871043,-77.00780127,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
p2452,1/31/2014,22:09:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,PINEY BRANCH RD @ ARLISS ST,38.99951667,-77.00134167,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No
